2023-05-19 17:13:22,983] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:13:23,000] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:13:23,004] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:13:23,004] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:37:42,681] - run - INFO in products:15:__init__   Initializing Products app...
2023-05-19 17:37:42,865] - run - INFO in products:32:get        Received a GET request
2023-05-19 17:37:42,872] - run - INFO in products:22:__del__    Destroying Products App ...
2023-05-19 17:37:47,016] - run - INFO in products:15:__init__   Initializing Products app...
2023-05-19 17:37:47,033] - run - INFO in products:37:post       Received a POST request
2023-05-19 17:39:06,405] - run - INFO in products:15:__init__   Initializing Products app...
2023-05-19 17:39:06,463] - run - INFO in products:37:post       Received a POST request
2023-05-19 17:39:06,468] - run - INFO in products:22:__del__    Destroying Products App ...
2023-05-19 17:43:06,560] - run - INFO in products:15:__init__   Initializing Products app...
2023-05-19 17:43:06,616] - run - INFO in products:37:post       Received a POST request
2023-05-19 17:43:06,621] - run - INFO in products:22:__del__    Destroying Products App ...
2023-05-19 17:47:49,801] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 17:47:49,868] - run - INFO in products:38:post       Received a POST request
2023-05-19 17:47:49,872] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 17:56:33,017] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 17:56:33,071] - run - INFO in products:38:post       Received a POST request
2023-05-19 17:56:54,796] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 17:56:54,854] - run - INFO in products:38:post       Received a POST request
2023-05-19 17:57:25,955] - run - INFO in products:23:__del__    Destroying Products App ...
2023-05-19 17:57:34,295] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 17:57:34,357] - run - INFO in products:38:post       Received a POST request
2023-05-19 17:57:36,150] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 17:57:36,167] - run - INFO in products:38:post       Received a POST request
2023-05-19 18:08:54,239] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:08:54,362] - run - INFO in products:33:get        Received a GET request
2023-05-19 18:09:16,354] - run - INFO in products:16:__init__   Initializing Products app...
2023-05-19 18:09:16,413] - run - INFO in products:33:get        Received a GET request
